fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
2,708.6895300865174,128058.52515416364,11683.562013351282,255765.1805749943,22400.014127287446,511006.0889999873,45572.71182622592,346059.7155000002,27337.229423004264
