fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
1,6829.219909588496,83.5,98.9,123264.5633194438,7245.768345438025,274079.9638194455,7313.855040507735,573095.233222217,75653.32856377821,387658.1102708324,19406.471649493633
