fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
4,3119.1864774227142,84.11,99.25,174785.56783333412,10840.264613697442,350554.92677777907,22009.714510162652,697523.9395000044,42166.53334747121,457893.53377083427,28892.348265850553
