fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
3,4549.111960490544,162857.68138194396,9819.602222162106,325532.44519444305,18804.75822296134,652385.8077777765,39977.41152457584,420490.60314583266,22684.448255158713
