fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
0,1294.73317750295,84.8715,97.805,184821.03370138965,15565.034275576174,368828.75376389065,33081.638418093535,743512.9903055591,66014.13570364602,481916.48443749937,38810.28215457373
