fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
4,2217.3619628747306,186586.07703472275,3626.084031462191,371231.38212500146,6498.484305361777,743354.9806388933,13383.077699841955,485693.1517916675,6714.997541274609
