fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
2,6282.096439361572,85.931,98.326,146947.3393611113,48377.453123742824,347401.1116805591,3851.450849485577,677431.6170555584,74233.98218407556,461096.3406666669,19566.74954260462
