fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
4,1035.4514751434326,159080.2997708333,19292.67019981949,319106.4662666636,40780.60285417287,638883.9448000018,77104.76651853495,429392.6626375002,42196.59143563434
