fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
2,2195.6298881371818,173332.23205555708,4329.020482753672,347458.66201389016,9497.830294167086,693690.7376388932,20532.35753430903,441950.43654166727,7933.517932466997
