fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
3,7597.254447698593,83.348,100.85,116697.9158055536,12759.959238599438,296174.8442222215,16305.880256433658,608668.9755555518,36149.855284823294,405314.60287500074,24429.425154613364
