fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
3,219.85916948318481,138856.95448749984,6221.729789609641,277980.542058333,13025.404675205604,555685.7288166673,25935.003931729807,365283.4737749995,13095.832893336803
