fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
3,3770.496289332708,162126.4916805554,10961.435367312133,324065.66287500114,23358.18510252173,650640.4575555539,44885.34404402429,420026.35597916605,26589.832154839445
