fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
2,3183.232206106186,85.931,98.326,169815.55314583296,4770.1988544332635,340275.60113888915,8518.765784613122,681378.8610833315,16946.940539140065,441298.2697708336,7443.508272752168
