fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
0,1321.5611510276794,84.8715,97.805,136471.0901527769,17657.70079372378,317311.8537638918,28103.448759149855,676518.2047777917,59843.246553972065,453416.3887083326,25734.570294053738
