fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
4,445.1766209602356,158183.98589166888,8166.9917286805885,316495.4829000041,16791.622925394455,633264.9489833432,33146.83065919668,427684.7305624997,18452.646525547312
