fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
4,7606.496763467789,84.11,99.25,152305.7422847227,13309.402843230862,340990.5801527786,41745.93866293201,534264.059249977,106745.85154047955,442031.10866666556,37712.718904239555
