fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
4,125.7675977230072,109596.4882999997,25221.35552439892,216384.31693333286,51248.97204936345,438784.1339666659,108935.90906288351,293584.32382499997,60642.70204331944
