fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
0,2180.3255678017936,192721.1707638882,8587.877299835925,384509.0438888894,16479.870824829195,773182.677861113,35206.12669431394,505800.277354167,16012.44764462488
