fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
3,3272.61861650149,83.348,100.85,153036.8612916664,15183.730183904621,306020.18977777817,30567.91999922543,611164.1869999991,60674.51454489385,397950.36199999927,35595.1613419425
