fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
2,118.14231219291688,52798.378933333166,30725.32513878958,105266.4174916665,62977.29464766526,209145.4475999994,124315.70710605301,150552.87342499982,86536.62617848619
