fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
1,2560.8328660329184,149522.63189583473,5235.692854201328,297885.5915833351,10165.481321990974,598451.7116388935,22527.938290685408,390126.9962708337,12523.387270989697
