fold,mean_train_time_sec,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
1,4334.047873179118,157385.7733958325,1543.6591492365458,314779.63841666514,3550.5336833649626,629917.8860833301,4237.20049043621,414647.69489583233,750.2379394480763
