fold,mean_train_time_sec,price_median,price_iqr,A_small_mean_revenue,A_small_std_revenue,B_baseline_mean_revenue,B_baseline_std_revenue,C_large_mean_revenue,C_large_std_revenue,D_high_c_rate_mean_revenue,D_high_c_rate_std_revenue
1,3058.1184689998627,83.5,98.9,163191.21654861202,7177.083850377676,325863.2298611136,14112.240762218666,652778.3621666731,29300.62400724658,425789.57279166696,22675.193903969855
